0, 566
0, 560
0, 536
0, 525
0, 557
0, 568
0, 560
0, 555
0, 565
0, 549
0, 555
0, 553
0, 527
0, 552
0, 547
0, 543
0, 512
0, 526
0, 565
0, 541
0, 531
0, 511
0, 555
0, 516
0, 537
0, 531
0, 518
0, 547
0, 529
0, 560
0, 548
0, 529
0, 573
0, 545
0, 583
0, 564
0, 540
0, 568
0, 531
0, 563
0, 540
0, 545
0, 575
0, 556
0, 565
0, 537
0, 547
0, 540
0, 552
0, 552
0, 534
0, 568
0, 568
0, 560
0, 560
0, 560
0, 524
0, 514
0, 549
0, 560
0, 560
0, 571
0, 561
0, 555
0, 567
0, 539
0, 532
0, 551
0, 564
0, 536
0, 553
0, 550
0, 511
0, 529
0, 550
0, 565
0, 547
0, 560
0, 515
0, 533
0, 565
0, 567
0, 545
0, 510
0, 508
0, 523
0, 546
0, 542
0, 567
0, 529
0, 513
0, 564
0, 513
0, 558
0, 521
0, 543
0, 542
0, 522
0, 523
0, 538
0, 535
0, 553
0, 540
0, 567
0, 534
0, 522
0, 546
0, 520
0, 510
0, 528
0, 544
0, 543
0, 570
0, 526
0, 542
0, 557
0, 523
0, 524
0, 563
0, 562
0, 575
0, 528
0, 535
0, 532
0, 562
0, 548
0, 548
0, 556
0, 556
0, 552
0, 546
0, 544
0, 546
0, 560
0, 559
0, 566
0, 520
0, 522
0, 556
0, 515
0, 545
0, 543
0, 514
0, 564
0, 557
0, 535
0, 523
0, 564
0, 535
0, 545
0, 558
0, 527
0, 568
0, 535
0, 567
0, 517
0, 560
0, 541
0, 537
0, 550
0, 510
0, 559
0, 521
0, 518
0, 560
0, 560
0, 556
0, 547
0, 575
0, 541
0, 560
0, 560
0, 531
0, 568
0, 534
0, 519
0, 538
0, 524
0, 524
0, 524
0, 535
0, 556
0, 546
0, 559
0, 564
0, 515
0, 510
0, 562
0, 551
0, 524
0, 527
0, 547
0, 527
0, 550
0, 517
0, 543
0, 507
0, 516
0, 563
0, 508
0, 541
0, 559
0, 559
0, 561
0, 527
0, 571
0, 516
0, 548
0, 531
0, 526
0, 568
0, 520
0, 556
0, 523
0, 526
0, 540
0, 510
0, 552
0, 560
0, 552
0, 553
0, 547
0, 535
0, 555
0, 521
0, 568
0, 560
0, 518
0, 513
0, 527
0, 575
0, 514
0, 559
0, 546
0, 519
0, 535
0, 560
0, 559
0, 561
0, 514
0, 571
0, 515
0, 531
0, 533
0, 559
0, 563
0, 543
0, 556
0, 563
0, 518
0, 512
0, 565
0, 535
0, 575
0, 545
0, 529
0, 547
